"taxa","family","genus","lme","rank","survey"
"Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus","22","Species","SWC-IBTS"
"Scophthalmus rhombus","Scophthalmidae","Scophthalmus","24","Species","SWC-IBTS"
"Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus","22","Species","SWC-IBTS"
"Coelorinchus caelorhincus","Macrouridae","Coelorinchus","24","Species","SWC-IBTS"
"Chimaera monstrosa","Chimaeridae","Chimaera","24","Species","SWC-IBTS"
"Etmopterus spinax","Etmopteridae","Etmopterus","24","Species","SWC-IBTS"
"Brosme brosme","Lotidae","Brosme","24","Species","SWC-IBTS"
"Maurolicus muelleri","Sternoptychidae","Maurolicus","24","Species","SWC-IBTS"
"Enchelyopus cimbrius","Lotidae","Enchelyopus","24","Species","SWC-IBTS"
"Mullus surmuletus","Mullidae","Mullus","24","Species","SWC-IBTS"
"Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus","24","Species","SWC-IBTS"
"Leucoraja circularis","Rajidae","Leucoraja","24","Species","SWC-IBTS"
"Ctenolabrus rupestris","Labridae","Ctenolabrus","24","Species","SWC-IBTS"
"Zoarces viviparus","Zoarcidae","Zoarces","24","Species","SWC-IBTS"
"Gasterosteus aculeatus aculeatus","Gasterosteidae","Gasterosteus","24","Subspecies","SWC-IBTS"
"Conger conger","Congridae","Conger","22","Species","SWC-IBTS"
"Raja montagui","Rajidae","Raja","22","Species","SWC-IBTS"
"Dipturus","Rajidae","Dipturus","22","Genus","SWC-IBTS"
"Callionymus","Callionymidae","Callionymus","22","Genus","SWC-IBTS"
"Capros aper","Caproidae","Capros","24","Species","SWC-IBTS"
"Merluccius merluccius","Merlucciidae","Merluccius","22","Species","SWC-IBTS"
"Sebastes viviparus","Sebastidae","Sebastes","22","Species","SWC-IBTS"
"Lophius budegassa","Lophiidae","Lophius","22","Species","SWC-IBTS"
"Gadiculus argenteus","Gadidae","Gadiculus","22","Species","SWC-IBTS"
"Triglops murrayi","Cottidae","Triglops","22","Species","SWC-IBTS"
"Liparis","Liparidae","Liparis","22","Genus","SWC-IBTS"
"Ammodytes marinus","Ammodytidae","Ammodytes","22","Species","SWC-IBTS"
"Hyperoplus lanceolatus","Ammodytidae","Hyperoplus","22","Species","SWC-IBTS"
"Micromesistius poutassou","Gadidae","Micromesistius","22","Species","SWC-IBTS"
"Scomber scombrus","Scombridae","Scomber","22","Species","SWC-IBTS"
"Pollachius virens","Gadidae","Pollachius","22","Species","SWC-IBTS"
"Pomatoschistus","Gobiidae","Pomatoschistus","24","Genus","SWC-IBTS"
"Lesueurigobius friesii","Gobiidae","Lesueurigobius","24","Species","SWC-IBTS"
"Liparis","Liparidae","Liparis","24","Genus","SWC-IBTS"
"Trisopterus luscus","Gadidae","Trisopterus","24","Species","SWC-IBTS"
"Salmo trutta trutta","Salmonidae","Salmo","24","Subspecies","SWC-IBTS"
"Cyclopterus lumpus","Cyclopteridae","Cyclopterus","24","Species","SWC-IBTS"
"Chelidonichthys lastoviza","Triglidae","Chelidonichthys","24","Species","SWC-IBTS"
"Sebastes viviparus","Sebastidae","Sebastes","24","Species","SWC-IBTS"
"Microchirus variegatus","Soleidae","Microchirus","24","Species","SWC-IBTS"
"Alosa","Clupeidae","Alosa","24","Genus","SWC-IBTS"
"Ciliata","Lotidae","Ciliata","24","Genus","SWC-IBTS"
"Echiodon drummondii","Carapidae","Echiodon","22","Species","SWC-IBTS"
"Pomatoschistus","Gobiidae","Pomatoschistus","22","Genus","SWC-IBTS"
"Raja brachyura","Rajidae","Raja","22","Species","SWC-IBTS"
"Labrus mixtus","Labridae","Labrus","22","Species","SWC-IBTS"
"Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus","24","Species","SWC-IBTS"
"Anarhichas lupus","Anarhichadidae","Anarhichas","24","Species","SWC-IBTS"
"Brosme brosme","Lotidae","Brosme","22","Species","SWC-IBTS"
"Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes","24","Species","SWC-IBTS"
"Echiodon drummondii","Carapidae","Echiodon","24","Species","SWC-IBTS"
"Raja clavata","Rajidae","Raja","22","Species","SWC-IBTS"
"Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus","22","Species","SWC-IBTS"
"Cyclopterus lumpus","Cyclopteridae","Cyclopterus","22","Species","SWC-IBTS"
"Phycis blennoides","Phycidae","Phycis","22","Species","SWC-IBTS"
"Galeus melastomus","Pentanchidae","Galeus","22","Species","SWC-IBTS"
"Enchelyopus cimbrius","Lotidae","Enchelyopus","22","Species","SWC-IBTS"
"Zeugopterus punctatus","Scophthalmidae","Zeugopterus","24","Species","SWC-IBTS"
"Platichthys flesus","Pleuronectidae","Platichthys","22","Species","SWC-IBTS"
"Platichthys flesus","Pleuronectidae","Platichthys","24","Species","SWC-IBTS"
"Crystallogobius linearis","Gobiidae","Crystallogobius","24","Species","SWC-IBTS"
"Raniceps raninus","Gadidae","Raniceps","24","Species","SWC-IBTS"
"Helicolenus dactylopterus","Sebastidae","Helicolenus","22","Species","SWC-IBTS"
"Zeugopterus punctatus","Scophthalmidae","Zeugopterus","22","Species","SWC-IBTS"
"Mustelus","Triakidae","Mustelus","24","Genus","SWC-IBTS"
"Sebastes","Sebastidae","Sebastes","24","Genus","SWC-IBTS"
"Arnoglossus thori","Bothidae","Arnoglossus","24","Species","SWC-IBTS"
"Arnoglossus laterna","Bothidae","Arnoglossus","24","Species","SWC-IBTS"
"Myoxocephalus scorpius","Cottidae","Myoxocephalus","24","Species","SWC-IBTS"
"Capros aper","Caproidae","Capros","22","Species","SWC-IBTS"
"Gaidropsarus","Lotidae","Gaidropsarus","24","Genus","SWC-IBTS"
"Parablennius gattorugine","Blenniidae","Parablennius","24","Species","SWC-IBTS"
"Polyprion americanus","Polyprionidae","Polyprion","24","Species","SWC-IBTS"
"Ciliata","Lotidae","Ciliata","22","Genus","SWC-IBTS"
"Scophthalmus rhombus","Scophthalmidae","Scophthalmus","22","Species","SWC-IBTS"
"Gasterosteus aculeatus aculeatus","Gasterosteidae","Gasterosteus","22","Subspecies","SWC-IBTS"
"Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes","22","Species","SWC-IBTS"
"Scophthalmus maximus","Scophthalmidae","Scophthalmus","22","Species","SWC-IBTS"
"Sardina pilchardus","Clupeidae","Sardina","24","Species","SWC-IBTS"
"Belone belone","Belonidae","Belone","24","Species","SWC-IBTS"
"Blennius ocellaris","Blenniidae","Blennius","24","Species","SWC-IBTS"
"Anguilla","Anguillidae","Anguilla","24","Genus","SWC-IBTS"
"Trigla lyra","Triglidae","Trigla","24","Species","SWC-IBTS"
"Syngnathus","Syngnathidae","Syngnathus","24","Genus","SWC-IBTS"
"Echiichthys vipera","Trachinidae","Echiichthys","24","Species","SWC-IBTS"
"Hyperoplus immaculatus","Ammodytidae","Hyperoplus","24","Species","SWC-IBTS"
"Mustelus","Triakidae","Mustelus","22","Genus","SWC-IBTS"
"Molva dypterygia","Lotidae","Molva","24","Species","SWC-IBTS"
"Macroramphosus scolopax","Centriscidae","Macroramphosus","24","Species","SWC-IBTS"
"Crystallogobius linearis","Gobiidae","Crystallogobius","22","Species","SWC-IBTS"
"Raja microocellata","Rajidae","Raja","24","Species","SWC-IBTS"
"Balistes capriscus","Balistidae","Balistes","24","Species","SWC-IBTS"
"Maurolicus muelleri","Sternoptychidae","Maurolicus","22","Species","SWC-IBTS"
"Triglops murrayi","Cottidae","Triglops","24","Species","SWC-IBTS"
"Labrus mixtus","Labridae","Labrus","24","Species","SWC-IBTS"
"Scyliorhinus stellaris","Scyliorhinidae","Scyliorhinus","24","Species","SWC-IBTS"
"Rostroraja alba","Rajidae","Rostroraja","24","Species","SWC-IBTS"
"Leucoraja fullonica","Rajidae","Leucoraja","24","Species","SWC-IBTS"
"Arnoglossus imperialis","Bothidae","Arnoglossus","24","Species","SWC-IBTS"
"Lepidorhombus boscii","Scophthalmidae","Lepidorhombus","24","Species","SWC-IBTS"
"Engraulis encrasicolus","Engraulidae","Engraulis","24","Species","SWC-IBTS"
"Trachipterus arcticus","Trachipteridae","Trachipterus","24","Species","SWC-IBTS"
"Spondyliosoma cantharus","Sparidae","Spondyliosoma","24","Species","SWC-IBTS"
"Sardina pilchardus","Clupeidae","Sardina","22","Species","SWC-IBTS"
"Mullus surmuletus","Mullidae","Mullus","22","Species","SWC-IBTS"
"Gaidropsarus vulgaris","Lotidae","Gaidropsarus","22","Species","SWC-IBTS"
"Sebastes","Sebastidae","Sebastes","22","Genus","SWC-IBTS"
"Microchirus variegatus","Soleidae","Microchirus","22","Species","SWC-IBTS"
"Arnoglossus laterna","Bothidae","Arnoglossus","22","Species","SWC-IBTS"
"Chelidonichthys lucerna","Triglidae","Chelidonichthys","24","Species","SWC-IBTS"
"Pegusa lascaris","Soleidae","Pegusa","24","Species","SWC-IBTS"
"Arnoglossus imperialis","Bothidae","Arnoglossus","22","Species","SWC-IBTS"
"Lumpenus lampretaeformis","Stichaeidae","Lumpenus","22","Species","SWC-IBTS"
"Galeorhinus galeus","Triakidae","Galeorhinus","22","Species","SWC-IBTS"
"Labrus bergylta","Labridae","Labrus","24","Species","SWC-IBTS"
"Coryphaenoides rupestris","Macrouridae","Coryphaenoides","24","Species","SWC-IBTS"
"Myctophidae","Myctophidae",NA,"24","Family","SWC-IBTS"
"Engraulis encrasicolus","Engraulidae","Engraulis","22","Species","SWC-IBTS"
"Molva dypterygia","Lotidae","Molva","22","Species","SWC-IBTS"
"Lepidion eques","Moridae","Lepidion","24","Species","SWC-IBTS"
"Epigonus telescopus","Epigonidae","Epigonus","24","Species","SWC-IBTS"
"Petromyzon marinus","Petromyzontidae","Petromyzon","24","Species","SWC-IBTS"
"Argyropelecus olfersii","Sternoptychidae","Argyropelecus","24","Species","SWC-IBTS"
"Chelidonichthys lucerna","Triglidae","Chelidonichthys","22","Species","SWC-IBTS"
"Dicentrarchus labrax","Moronidae","Dicentrarchus","24","Species","SWC-IBTS"
"Mullus barbatus barbatus","Mullidae","Mullus","24","Subspecies","SWC-IBTS"
"Hexanchus griseus","Hexanchidae","Hexanchus","24","Species","SWC-IBTS"
"Mora moro","Moridae","Mora","24","Species","SWC-IBTS"
"Phycidae","Phycidae",NA,"24","Family","SWC-IBTS"
"Entelurus aequoreus","Syngnathidae","Entelurus","22","Species","SWC-IBTS"
"Entelurus aequoreus","Syngnathidae","Entelurus","24","Species","SWC-IBTS"
"Symphodus melops","Labridae","Symphodus","24","Species","SWC-IBTS"
"Myctophum punctatum","Myctophidae","Myctophum","24","Species","SWC-IBTS"
"Chelidonichthys lastoviza","Triglidae","Chelidonichthys","22","Species","SWC-IBTS"
"Gobiidae","Gobiidae",NA,"22","Family","SWC-IBTS"
"Ctenolabrus rupestris","Labridae","Ctenolabrus","22","Species","SWC-IBTS"
"Micrenophrys lilljeborgii","Cottidae","Micrenophrys","24","Species","SWC-IBTS"
"Solea solea","Soleidae","Solea","22","Species","SWC-IBTS"
"Hyperoplus immaculatus","Ammodytidae","Hyperoplus","22","Species","SWC-IBTS"
"Anguilla","Anguillidae","Anguilla","22","Genus","SWC-IBTS"
"Pholis gunnellus","Pholidae","Pholis","24","Species","SWC-IBTS"
"Pagellus bogaraveo","Sparidae","Pagellus","24","Species","SWC-IBTS"
"Triglidae","Triglidae",NA,"24","Family","SWC-IBTS"
"Zenopsis conchifer","Zeidae","Zenopsis","24","Species","SWC-IBTS"
"Argyropelecus hemigymnus","Sternoptychidae","Argyropelecus","24","Species","SWC-IBTS"
"Stomias boa ferox","Stomiidae","Stomias","24","Subspecies","SWC-IBTS"
"Pollachius pollachius","Gadidae","Pollachius","22","Species","SWC-IBTS"
"Labridae","Labridae",NA,"24","Family","SWC-IBTS"
"Phycidae","Phycidae",NA,"22","Family","SWC-IBTS"
"Raja undulata","Rajidae","Raja","24","Species","SWC-IBTS"
"Diplecogaster bimaculata bimaculata","Gobiesocidae","Diplecogaster","24","Subspecies","SWC-IBTS"
"Chimaera monstrosa","Chimaeridae","Chimaera","22","Species","SWC-IBTS"
"Macrourus berglax","Macrouridae","Macrourus","24","Species","SWC-IBTS"
"Xenodermichthys copei","Alepocephalidae","Xenodermichthys","24","Species","SWC-IBTS"
"Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus","24","Species","SWC-IBTS"
"Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus","22","Species","SWC-IBTS"
"Apletodon dentatus","Gobiesocidae","Apletodon","24","Species","SWC-IBTS"
